n_games,score,best,avg,epsilon
5058,18,57,15.6220,5
5059,12,57,15.6213,5
5060,24,57,15.6229,5
5061,16,57,15.6230,5
5062,3,57,15.6205,5
5063,12,57,15.6198,5
5064,17,57,15.6201,5
5065,8,57,15.6186,5
5066,35,57,15.6224,5
5067,15,57,15.6223,5
5068,8,57,15.6208,5
5069,6,57,15.6189,5
5070,26,57,15.6209,5
5071,2,57,15.6182,5
5072,16,57,15.6183,5
5073,24,57,15.6199,5
5074,35,57,15.6238,5
5075,1,57,15.6209,5
5076,5,57,15.6188,5
5077,27,57,15.6210,5
5078,23,57,15.6225,5
5079,8,57,15.6210,5
5080,11,57,15.6201,5
5081,5,57,15.6180,5
5082,9,57,15.6167,5
5083,8,57,15.6152,5
5084,3,57,15.6127,5
5085,13,57,15.6122,5
5086,7,57,15.6105,5
5087,7,57,15.6088,5
1,0,0,0.0000,79
2,0,0,0.0000,78
3,0,0,0.0000,77
4,0,0,0.0000,76
5,0,0,0.0000,75
6,1,1,0.1667,74
7,1,1,0.2857,73
8,0,1,0.2500,72
9,1,1,0.3333,71
10,1,1,0.4000,70
11,1,1,0.4545,69
12,1,1,0.5000,68
13,1,1,0.5385,67
14,1,1,0.5714,66
15,1,1,0.6000,65
16,2,2,0.6875,64
17,1,2,0.7059,63
18,1,2,0.7222,62
19,1,2,0.7368,61
20,0,2,0.7000,60
21,2,2,0.7619,59
22,0,2,0.7273,58
23,2,2,0.7826,57
24,2,2,0.8333,56
25,2,2,0.8800,55
26,2,2,0.9231,54
27,1,2,0.9259,53
28,3,3,1.0000,52
29,1,3,1.0000,51
30,2,3,1.0333,50
31,2,3,1.0645,49
32,0,3,1.0312,48
33,3,3,1.0909,47
34,1,3,1.0882,46
35,1,3,1.0857,45
36,2,3,1.1111,44
37,2,3,1.1351,43
38,1,3,1.1316,42
39,1,3,1.1282,41
40,1,3,1.1250,40
41,1,3,1.1220,39
42,4,4,1.1905,38
43,6,6,1.3023,37
44,1,6,1.2955,36
45,1,6,1.2889,35
46,3,6,1.3261,34
47,1,6,1.3191,33
48,3,6,1.3542,32
49,4,6,1.4082,31
50,3,6,1.4400,30
51,2,6,1.4510,29
52,3,6,1.4808,28
53,1,6,1.4717,27
54,1,6,1.4630,26
55,2,6,1.4727,25
56,2,6,1.4821,24
57,5,6,1.5439,23
58,3,6,1.5690,22
59,6,6,1.6441,21
60,3,6,1.6667,20
61,3,6,1.6885,19
62,1,6,1.6774,18
63,2,6,1.6825,17
64,6,6,1.7500,16
65,11,11,1.8923,15
66,5,11,1.9394,14
67,12,12,2.0896,13
68,1,12,2.0735,12
69,11,12,2.2029,11
70,4,12,2.2286,10
71,2,12,2.2254,9
72,22,22,2.5000,8
73,1,22,2.4795,7
74,13,22,2.6216,6
75,7,22,2.6800,5
76,1,22,2.6579,5
77,11,22,2.7662,5
78,25,25,3.0513,5
79,16,25,3.2152,5
80,6,25,3.2500,5
81,11,25,3.3457,5
82,7,25,3.3902,5
83,31,31,3.7229,5
84,1,31,3.6905,5
85,7,31,3.7294,5
86,10,31,3.8023,5
87,17,31,3.9540,5
88,5,31,3.9659,5
89,2,31,3.9438,5
90,11,31,4.0222,5
91,8,31,4.0659,5
92,17,31,4.2065,5
93,1,31,4.1720,5
94,18,31,4.3191,5
95,15,31,4.4316,5
96,19,31,4.5833,5
97,39,39,4.9381,5
98,10,39,4.9898,5
99,6,39,5.0000,5
100,3,39,4.9800,5
101,11,39,5.0396,5
102,14,39,5.1275,5
103,13,39,5.2039,5
104,31,39,5.4519,5
105,18,39,5.5714,5
106,21,39,5.7170,5
107,22,39,5.8692,5
108,27,39,6.0648,5
109,5,39,6.0550,5
110,5,39,6.0455,5
111,8,39,6.0631,5
112,14,39,6.1339,5
113,10,39,6.1681,5
114,23,39,6.3158,5
115,2,39,6.2783,5
116,15,39,6.3534,5
117,17,39,6.4444,5
118,37,39,6.7034,5
119,27,39,6.8739,5
120,20,39,6.9833,5
121,16,39,7.0579,5
122,4,39,7.0328,5
123,8,39,7.0407,5
124,23,39,7.1694,5
125,9,39,7.1840,5
126,2,39,7.1429,5
127,27,39,7.2992,5
128,4,39,7.2734,5
129,11,39,7.3023,5
