n_games,score,best,avg,epsilon
2064,9,55,14.9976,5
2065,23,55,15.0015,5
2066,5,55,14.9966,5
2067,11,55,14.9947,5
2068,25,55,14.9995,5
2069,28,55,15.0058,5
2070,4,55,15.0005,5
2071,10,55,14.9981,5
2072,12,55,14.9966,5
2073,12,55,14.9952,5
2074,6,55,14.9908,5
2075,19,55,14.9928,5
2076,20,55,14.9952,5
2077,11,55,14.9933,5
2078,31,55,15.0010,5
2079,3,55,14.9952,5
2080,0,55,14.9880,5
2081,14,55,14.9875,5
2082,2,55,14.9813,5
2083,18,55,14.9827,5
2084,33,55,14.9914,5
2085,14,55,14.9909,5
2086,13,55,14.9899,5
2087,26,55,14.9952,5
2088,9,55,14.9923,5
2089,18,55,14.9938,5
2090,7,55,14.9900,5
2091,2,55,14.9837,5
2092,26,55,14.9890,5
2093,3,55,14.9833,5
2094,2,55,14.9771,5
2095,5,55,14.9723,5
2096,26,55,14.9776,5
2097,33,55,14.9862,5
2098,2,55,14.9800,5
2099,25,55,14.9848,5
2100,27,55,14.9905,5
2101,36,55,15.0005,5
2102,31,55,15.0081,5
2103,31,55,15.0157,5
2104,20,55,15.0181,5
2105,20,55,15.0204,5
2106,12,55,15.0190,5
2107,5,55,15.0142,5
2108,7,55,15.0104,5
2109,4,55,15.0052,5
2110,13,55,15.0043,5
2111,21,55,15.0071,5
2112,22,55,15.0104,5
2113,13,55,15.0095,5
2114,19,55,15.0114,5
2115,3,55,15.0057,5
2116,29,55,15.0123,5
2117,38,55,15.0231,5
2118,10,55,15.0208,5
2119,8,55,15.0175,5
2120,3,55,15.0118,5
2121,1,55,15.0052,5
2122,3,55,14.9995,5
2123,7,55,14.9958,5
2124,3,55,14.9901,5
2125,19,55,14.9920,5
2126,3,55,14.9864,5
2127,33,55,14.9948,5
2128,33,55,15.0033,5
2129,15,55,15.0033,5
2130,13,55,15.0023,5
2131,6,55,14.9981,5
2132,6,55,14.9939,5
2133,23,55,14.9977,5
2134,26,55,15.0028,5
2135,1,55,14.9963,5
2136,0,55,14.9892,5
2137,11,55,14.9874,5
2138,21,55,14.9902,5
2139,5,55,14.9855,5
2140,14,55,14.9850,5
2141,10,55,14.9827,5
2142,1,55,14.9762,5
2143,38,55,14.9869,5
2144,10,55,14.9846,5
2145,9,55,14.9818,5
2146,29,55,14.9884,5
2147,15,55,14.9884,5
2148,4,55,14.9832,5
2149,1,55,14.9767,5
2150,16,55,14.9772,5
2151,11,55,14.9754,5
2152,17,55,14.9763,5
2153,12,55,14.9749,5
2154,15,55,14.9749,5
2155,14,55,14.9745,5
2156,37,55,14.9847,5
2157,12,55,14.9833,5
2158,15,55,14.9833,5
2159,15,55,14.9833,5
2160,26,55,14.9884,5
2161,19,55,14.9903,5
2162,14,55,14.9898,5
2163,6,55,14.9857,5
2164,2,55,14.9797,5
2165,11,55,14.9778,5
2166,9,55,14.9751,5
2167,32,55,14.9829,5
2168,22,55,14.9862,5
2169,12,55,14.9848,5
2170,25,55,14.9894,5
2171,9,55,14.9866,5
2172,4,55,14.9816,5
2173,11,55,14.9798,5
2174,20,55,14.9821,5
2175,6,55,14.9779,5
2176,2,55,14.9720,5
2177,20,55,14.9743,5
2178,9,55,14.9715,5
2179,18,55,14.9729,5
2180,24,55,14.9771,5
2181,28,55,14.9830,5
2182,11,55,14.9812,5
2183,16,55,14.9817,5
2184,43,55,14.9945,5
2185,11,55,14.9927,5
2186,16,55,14.9931,5
2187,12,55,14.9918,5
2188,8,55,14.9886,5
2189,1,55,14.9822,5
2190,4,55,14.9772,5
2191,12,55,14.9758,5
2192,4,55,14.9708,5
2193,14,55,14.9704,5
2194,7,55,14.9667,5
2195,29,55,14.9731,5
2196,7,55,14.9695,5
2197,6,55,14.9654,5
2198,21,55,14.9682,5
2199,24,55,14.9723,5
2200,49,55,14.9877,5
2201,13,55,14.9868,5
2202,6,55,14.9827,5
2203,5,55,14.9782,5
2204,8,55,14.9750,5
2205,4,55,14.9701,5
2206,28,55,14.9760,5
2207,35,55,14.9850,5
2208,7,55,14.9814,5
2209,8,55,14.9783,5
2210,1,55,14.9719,5
2211,27,55,14.9774,5
2212,8,55,14.9742,5
2213,18,55,14.9756,5
2214,24,55,14.9797,5
2215,12,55,14.9783,5
2216,16,55,14.9788,5
2217,4,55,14.9738,5
2218,9,55,14.9711,5
2219,10,55,14.9689,5
2220,25,55,14.9734,5
2221,19,55,14.9752,5
2222,23,55,14.9788,5
2223,23,55,14.9825,5
2224,17,55,14.9834,5
2225,12,55,14.9820,5
2226,32,55,14.9897,5
2227,20,55,14.9919,5
2228,21,55,14.9946,5
2229,25,55,14.9991,5
2230,12,55,14.9978,5
2231,2,55,14.9919,5
2232,14,55,14.9915,5
2233,24,55,14.9955,5
2234,15,55,14.9955,5
2235,18,55,14.9969,5
2236,12,55,14.9955,5
2237,10,55,14.9933,5
2238,45,55,15.0067,5
2239,38,55,15.0170,5
2240,15,55,15.0170,5
2241,5,55,15.0125,5
2242,14,55,15.0120,5
2243,38,55,15.0223,5
2244,7,55,15.0187,5
2245,6,55,15.0147,5
2246,40,55,15.0258,5
2247,15,55,15.0258,5
2248,13,55,15.0249,5
2249,2,55,15.0191,5
2250,24,55,15.0231,5
2251,2,55,15.0173,5
2252,9,55,15.0147,5
2253,5,55,15.0102,5
2254,32,55,15.0177,5
2255,27,55,15.0231,5
2256,16,55,15.0235,5
2257,31,55,15.0306,5
2258,10,55,15.0283,5
2259,24,55,15.0323,5
2260,24,55,15.0363,5
2261,20,55,15.0385,5
2262,15,55,15.0385,5
2263,6,55,15.0345,5
2264,19,55,15.0362,5
2265,5,55,15.0318,5
2266,7,55,15.0282,5
2267,17,55,15.0291,5
2268,20,55,15.0313,5
2269,16,55,15.0317,5
2270,28,55,15.0374,5
2271,11,55,15.0357,5
2272,8,55,15.0326,5
2273,3,55,15.0273,5
2274,22,55,15.0303,5
2275,25,55,15.0347,5
2276,9,55,15.0321,5
2277,4,55,15.0272,5
2278,18,55,15.0285,5
2279,7,55,15.0250,5
2280,5,55,15.0206,5
2281,6,55,15.0167,5
2282,3,55,15.0114,5
2283,26,55,15.0162,5
2284,12,55,15.0149,5
2285,2,55,15.0092,5
2286,4,55,15.0044,5
2287,6,55,15.0004,5
2288,34,55,15.0087,5
2289,16,55,15.0092,5
2290,8,55,15.0061,5
2291,7,55,15.0026,5
2292,18,55,15.0039,5
2293,20,55,15.0061,5
2294,22,55,15.0092,5
2295,11,55,15.0074,5
2296,32,55,15.0148,5
2297,25,55,15.0192,5
2298,27,55,15.0244,5
2299,14,55,15.0239,5
2300,20,55,15.0261,5
2301,27,55,15.0313,5
2302,8,55,15.0282,5
2303,9,55,15.0256,5
2304,11,55,15.0239,5
2305,7,55,15.0204,5
2306,11,55,15.0186,5
2307,4,55,15.0139,5
2308,15,55,15.0139,5
2309,14,55,15.0134,5
2310,22,55,15.0165,5
2311,25,55,15.0208,5
2312,8,55,15.0177,5
2313,14,55,15.0173,5
2314,33,55,15.0251,5
2315,13,55,15.0242,5
2316,28,55,15.0298,5
2317,16,55,15.0302,5
2318,18,55,15.0315,5
2319,0,55,15.0250,5
2320,17,55,15.0259,5
2321,4,55,15.0211,5
2322,9,55,15.0185,5
2323,13,55,15.0176,5
2324,13,55,15.0168,5
2325,6,55,15.0129,5
2326,33,55,15.0206,5
2327,30,55,15.0271,5
2328,12,55,15.0258,5
2329,9,55,15.0232,5
2330,44,55,15.0356,5
2331,28,55,15.0412,5
2332,8,55,15.0382,5
2333,20,55,15.0403,5
2334,6,55,15.0364,5
2335,19,55,15.0381,5
2336,23,55,15.0415,5
2337,10,55,15.0394,5
2338,8,55,15.0364,5
2339,7,55,15.0329,5
2340,6,55,15.0291,5
2341,15,55,15.0290,5
2342,8,55,15.0260,5
2343,9,55,15.0235,5
2344,18,55,15.0247,5
2345,21,55,15.0273,5
2346,15,55,15.0273,5
2347,36,55,15.0362,5
2348,12,55,15.0349,5
2349,1,55,15.0289,5
2350,35,55,15.0374,5
2351,18,55,15.0387,5
2352,11,55,15.0370,5
2353,20,55,15.0391,5
2354,36,55,15.0480,5
2355,2,55,15.0425,5
2356,3,55,15.0374,5
2357,20,55,15.0395,5
2358,31,55,15.0462,5
2359,25,55,15.0504,5
2360,13,55,15.0496,5
2361,2,55,15.0440,5
2362,6,55,15.0402,5
2363,20,55,15.0423,5
2364,6,55,15.0385,5
2365,41,55,15.0495,5
2366,19,55,15.0511,5
2367,1,55,15.0452,5
2368,4,55,15.0405,5
2369,13,55,15.0397,5
2370,7,55,15.0363,5
2371,20,55,15.0384,5
2372,21,55,15.0409,5
2373,24,55,15.0447,5
2374,13,55,15.0438,5
2375,18,55,15.0451,5
2376,12,55,15.0438,5
2377,7,55,15.0404,5
2378,4,55,15.0357,5
2379,26,55,15.0404,5
2380,18,55,15.0416,5
2381,39,55,15.0517,5
2382,17,55,15.0525,5
2383,15,55,15.0525,5
2384,6,55,15.0487,5
2385,19,55,15.0503,5
2386,5,55,15.0461,5
2387,12,55,15.0448,5
2388,19,55,15.0465,5
2389,40,55,15.0569,5
2390,27,55,15.0619,5
2391,21,55,15.0644,5
2392,15,55,15.0644,5
2393,20,55,15.0664,5
2394,9,55,15.0639,5
2395,14,55,15.0635,5
2396,29,55,15.0693,5
2397,21,55,15.0718,5
2398,39,55,15.0817,5
2399,27,55,15.0867,5
2400,20,55,15.0887,5
2401,12,55,15.0875,5
2402,30,55,15.0937,5
2403,14,55,15.0932,5
2404,19,55,15.0948,5
2405,22,55,15.0977,5
2406,19,55,15.0993,5
2407,19,55,15.1010,5
2408,3,55,15.0959,5
2409,25,55,15.1000,5
2410,9,55,15.0975,5
2411,17,55,15.0983,5
2412,29,55,15.1041,5
2413,21,55,15.1065,5
2414,18,55,15.1077,5
2415,18,55,15.1089,5
2416,3,55,15.1039,5
2417,15,55,15.1038,5
2418,13,55,15.1030,5
2419,46,55,15.1158,5
2420,7,55,15.1124,5
2421,11,55,15.1107,5
2422,17,55,15.1115,5
2423,4,55,15.1069,5
2424,13,55,15.1060,5
2425,16,55,15.1064,5
2426,16,55,15.1068,5
2427,6,55,15.1030,5
2428,15,55,15.1030,5
2429,10,55,15.1009,5
2430,3,55,15.0959,5
2431,7,55,15.0926,5
2432,1,55,15.0868,5
2433,19,55,15.0884,5
2434,4,55,15.0838,5
2435,17,55,15.0846,5
2436,24,55,15.0883,5
2437,40,55,15.0985,5
2438,7,55,15.0952,5
2439,20,55,15.0972,5
2440,8,55,15.0943,5
2441,18,55,15.0955,5
2442,42,55,15.1065,5
2443,26,55,15.1109,5
2444,18,55,15.1121,5
2445,16,55,15.1125,5
2446,16,55,15.1128,5
2447,1,55,15.1071,5
2448,13,55,15.1062,5
2449,40,55,15.1164,5
2450,23,55,15.1196,5
2451,3,55,15.1146,5
2452,8,55,15.1117,5
2453,23,55,15.1150,5
2454,15,55,15.1149,5
2455,14,55,15.1145,5
2456,24,55,15.1181,5
2457,16,55,15.1184,5
2458,27,55,15.1233,5
2459,9,55,15.1208,5
2460,23,55,15.1240,5
2461,18,55,15.1252,5
2462,13,55,15.1243,5
2463,16,55,15.1246,5
2464,12,55,15.1234,5
2465,8,55,15.1205,5
2466,21,55,15.1229,5
2467,25,55,15.1269,5
2468,19,55,15.1284,5
2469,32,55,15.1353,5
2470,17,55,15.1360,5
2471,13,55,15.1352,5
2472,7,55,15.1319,5
2473,10,55,15.1298,5
2474,8,55,15.1269,5
2475,15,55,15.1269,5
2476,10,55,15.1248,5
2477,4,55,15.1203,5
2478,4,55,15.1158,5
2479,13,55,15.1150,5
2480,11,55,15.1133,5
2481,20,55,15.1153,5
2482,2,55,15.1100,5
2483,12,55,15.1087,5
2484,52,55,15.1236,5
2485,1,55,15.1179,5
2486,24,55,15.1215,5
2487,13,55,15.1206,5
2488,12,55,15.1194,5
2489,20,55,15.1213,5
2490,29,55,15.1269,5
2491,7,55,15.1236,5
2492,29,55,15.1292,5
2493,13,55,15.1284,5
2494,6,55,15.1247,5
2495,17,55,15.1255,5
2496,2,55,15.1202,5
2497,15,55,15.1201,5
2498,3,55,15.1153,5
2499,28,55,15.1204,5
2500,18,55,15.1216,5
2501,18,55,15.1228,5
2502,1,55,15.1171,5
2503,6,55,15.1135,5
2504,8,55,15.1106,5
2505,10,55,15.1086,5
2506,1,55,15.1030,5
2507,24,55,15.1065,5
2508,7,55,15.1033,5
2509,17,55,15.1040,5
2510,2,55,15.0988,5
2511,15,55,15.0988,5
2512,17,55,15.0995,5
2513,21,55,15.1019,5
2514,4,55,15.0975,5
2515,14,55,15.0970,5
2516,30,55,15.1029,5
2517,13,55,15.1021,5
2518,18,55,15.1033,5
2519,10,55,15.1012,5
2520,26,55,15.1056,5
2521,5,55,15.1015,5
2522,28,55,15.1067,5
2523,13,55,15.1058,5
2524,14,55,15.1054,5
2525,5,55,15.1014,5
2526,6,55,15.0978,5
2527,19,55,15.0993,5
2528,12,55,15.0981,5
2529,1,55,15.0925,5
2530,25,55,15.0964,5
2531,17,55,15.0972,5
2532,8,55,15.0944,5
2533,21,55,15.0967,5
2534,13,55,15.0959,5
2535,5,55,15.0919,5
2536,14,55,15.0915,5
2537,13,55,15.0907,5
2538,8,55,15.0879,5
2539,8,55,15.0851,5
2540,30,55,15.0909,5
2541,3,55,15.0862,5
2542,15,55,15.0862,5
2543,31,55,15.0924,5
2544,13,55,15.0916,5
2545,18,55,15.0927,5
2546,1,55,15.0872,5
2547,5,55,15.0832,5
2548,25,55,15.0871,5
2549,18,55,15.0883,5
2550,10,55,15.0863,5
2551,7,55,15.0831,5
2552,18,55,15.0842,5
2553,14,55,15.0838,5
2554,8,55,15.0810,5
2555,18,55,15.0822,5
2556,33,55,15.0892,5
2557,6,55,15.0856,5
2558,23,55,15.0887,5
2559,29,55,15.0942,5
2560,13,55,15.0934,5
2561,8,55,15.0906,5
2562,36,55,15.0988,5
2563,12,55,15.0975,5
2564,10,55,15.0956,5
2565,23,55,15.0986,5
2566,9,55,15.0963,5
2567,12,55,15.0951,5
2568,7,55,15.0919,5
2569,14,55,15.0915,5
2570,19,55,15.0930,5
2571,8,55,15.0902,5
2572,15,55,15.0902,5
2573,28,55,15.0952,5
2574,8,55,15.0925,5
2575,35,55,15.1002,5
2576,14,55,15.0998,5
2577,9,55,15.0974,5
2578,6,55,15.0939,5
2579,21,55,15.0962,5
2580,9,55,15.0938,5
2581,47,55,15.1062,5
2582,17,55,15.1069,5
2583,19,55,15.1084,5
2584,3,55,15.1037,5
2585,10,55,15.1017,5
2586,14,55,15.1013,5
2587,17,55,15.1020,5
2588,18,55,15.1032,5
2589,16,55,15.1035,5
2590,1,55,15.0981,5
2591,1,55,15.0926,5
2592,5,55,15.0887,5
2593,30,55,15.0945,5
2594,21,55,15.0968,5
2595,3,55,15.0921,5
2596,24,55,15.0955,5
2597,19,55,15.0970,5
2598,5,55,15.0931,5
2599,25,55,15.0970,5
2600,6,55,15.0935,5
2601,2,55,15.0884,5
2602,7,55,15.0853,5
2603,12,55,15.0841,5
2604,17,55,15.0849,5
2605,0,55,15.0791,5
2606,30,55,15.0848,5
2607,17,55,15.0855,5
2608,25,55,15.0893,5
2609,18,55,15.0905,5
2610,2,55,15.0854,5
2611,26,55,15.0896,5
2612,17,55,15.0904,5
2613,15,55,15.0903,5
2614,23,55,15.0933,5
2615,14,55,15.0929,5
2616,4,55,15.0887,5
2617,13,55,15.0879,5
2618,24,55,15.0913,5
2619,18,55,15.0924,5
2620,16,55,15.0927,5
2621,8,55,15.0900,5
2622,12,55,15.0889,5
2623,15,55,15.0888,5
2624,14,55,15.0884,5
2625,12,55,15.0872,5
2626,9,55,15.0849,5
2627,14,55,15.0845,5
2628,1,55,15.0791,5
2629,22,55,15.0818,5
2630,32,55,15.0882,5
2631,10,55,15.0863,5
2632,6,55,15.0828,5
2633,8,55,15.0801,5
2634,6,55,15.0767,5
2635,3,55,15.0721,5
2636,2,55,15.0671,5
2637,1,55,15.0618,5
2638,29,55,15.0671,5
2639,14,55,15.0667,5
2640,12,55,15.0655,5
2641,14,55,15.0651,5
2642,25,55,15.0689,5
2643,17,55,15.0696,5
2644,7,55,15.0666,5
2645,38,55,15.0752,5
2646,12,55,15.0741,5
2647,15,55,15.0740,5
2648,25,55,15.0778,5
2649,16,55,15.0781,5
2650,17,55,15.0789,5
2651,2,55,15.0739,5
2652,19,55,15.0754,5
2653,23,55,15.0784,5
2654,17,55,15.0791,5
2655,20,55,15.0810,5
2656,1,55,15.0757,5
2657,11,55,15.0741,5
2658,30,55,15.0798,5
2659,19,55,15.0812,5
2660,12,55,15.0801,5
2661,30,55,15.0857,5
2662,19,55,15.0872,5
2663,5,55,15.0834,5
2664,11,55,15.0818,5
2665,8,55,15.0792,5
2666,18,55,15.0803,5
2667,11,55,15.0787,5
2668,17,55,15.0795,5
2669,26,55,15.0836,5
2670,25,55,15.0873,5
2671,31,55,15.0932,5
2672,8,55,15.0906,5
2673,33,55,15.0973,5
2674,34,55,15.1043,5
2675,1,55,15.0991,5
2676,20,55,15.1009,5
2677,20,55,15.1027,5
2678,21,55,15.1049,5
2679,26,55,15.1090,5
2680,17,55,15.1097,5
2681,6,55,15.1063,5
2682,0,55,15.1007,5
2683,12,55,15.0995,5
2684,5,55,15.0958,5
2685,8,55,15.0931,5
2686,6,55,15.0897,5
2687,6,55,15.0863,5
2688,12,55,15.0852,5
2689,17,55,15.0859,5
2690,6,55,15.0825,5
2691,26,55,15.0866,5
2692,17,55,15.0873,5
2693,23,55,15.0902,5
2694,10,55,15.0883,5
2695,17,55,15.0891,5
2696,16,55,15.0894,5
2697,17,55,15.0901,5
2698,22,55,15.0927,5
2699,6,55,15.0893,5
2700,22,55,15.0919,5
2701,11,55,15.0903,5
2702,1,55,15.0851,5
2703,8,55,15.0825,5
2704,10,55,15.0806,5
2705,18,55,15.0817,5
2706,9,55,15.0795,5
2707,16,55,15.0798,5
2708,1,55,15.0746,5
2709,7,55,15.0716,5
2710,19,55,15.0731,5
2711,26,55,15.0771,5
2712,1,55,15.0719,5
2713,19,55,15.0734,5
2714,5,55,15.0696,5
2715,14,55,15.0692,5
2716,13,55,15.0685,5
2717,15,55,15.0685,5
2718,11,55,15.0670,5
2719,13,55,15.0662,5
2720,28,55,15.0710,5
2721,29,55,15.0761,5
2722,14,55,15.0757,5
2723,27,55,15.0801,5
2724,29,55,15.0852,5
2725,21,55,15.0873,5
2726,15,55,15.0873,5
2727,23,55,15.0902,5
2728,15,55,15.0902,5
2729,8,55,15.0876,5
2730,27,55,15.0919,5
2731,17,55,15.0926,5
2732,25,55,15.0963,5
2733,3,55,15.0918,5
2734,2,55,15.0871,5
2735,31,55,15.0929,5
2736,2,55,15.0881,5
2737,15,55,15.0881,5
2738,36,55,15.0957,5
2739,26,55,15.0997,5
2740,18,55,15.1007,5
2741,2,55,15.0960,5
2742,5,55,15.0923,5
2743,1,55,15.0871,5
2744,2,55,15.0824,5
2745,7,55,15.0794,5
2746,47,55,15.0910,5
2747,15,55,15.0910,5
2748,10,55,15.0892,5
2749,12,55,15.0880,5
2750,13,55,15.0873,5
2751,11,55,15.0858,5
2752,8,55,15.0832,5
2753,14,55,15.0828,5
2754,18,55,15.0839,5
2755,30,55,15.0893,5
2756,8,55,15.0867,5
2757,6,55,15.0834,5
2758,12,55,15.0823,5
2759,11,55,15.0808,5
2760,31,55,15.0866,5
2761,3,55,15.0822,5
2762,8,55,15.0797,5
2763,2,55,15.0749,5
2764,15,55,15.0749,5
2765,25,55,15.0785,5
2766,15,55,15.0785,5
2767,2,55,15.0737,5
2768,6,55,15.0704,5
2769,32,55,15.0766,5
2770,11,55,15.0751,5
2771,14,55,15.0747,5
2772,14,55,15.0743,5
2773,5,55,15.0707,5
2774,15,55,15.0707,5
2775,18,55,15.0717,5
2776,12,55,15.0706,5
2777,25,55,15.0742,5
2778,30,55,15.0796,5
2779,16,55,15.0799,5
2780,5,55,15.0763,5
2781,1,55,15.0712,5
2782,23,55,15.0740,5
2783,19,55,15.0755,5
2784,20,55,15.0772,5
2785,33,55,15.0837,5
2786,11,55,15.0822,5
2787,22,55,15.0847,5
2788,11,55,15.0832,5
2789,30,55,15.0886,5
2790,22,55,15.0910,5
2791,8,55,15.0885,5
2792,15,55,15.0885,5
2793,21,55,15.0906,5
2794,36,55,15.0981,5
2795,20,55,15.0998,5
2796,23,55,15.1026,5
2797,1,55,15.0976,5
2798,10,55,15.0958,5
2799,12,55,15.0947,5
2800,26,55,15.0986,5
2801,28,55,15.1032,5
2802,8,55,15.1006,5
2803,15,55,15.1006,5
2804,23,55,15.1034,5
2805,13,55,15.1027,5
2806,24,55,15.1058,5
2807,4,55,15.1019,5
2808,3,55,15.0976,5
2809,5,55,15.0940,5
2810,5,55,15.0904,5
2811,4,55,15.0864,5
2812,37,55,15.0942,5
2813,15,55,15.0942,5
2814,15,55,15.0942,5
2815,9,55,15.0920,5
2816,17,55,15.0927,5
2817,13,55,15.0919,5
2818,32,55,15.0979,5
2819,26,55,15.1018,5
2820,21,55,15.1039,5
2821,3,55,15.0996,5
2822,11,55,15.0982,5
2823,6,55,15.0949,5
2824,13,55,15.0942,5
2825,21,55,15.0963,5
2826,18,55,15.0973,5
2827,7,55,15.0944,5
2828,16,55,15.0948,5
2829,6,55,15.0916,5
2830,17,55,15.0922,5
2831,6,55,15.0890,5
2832,13,55,15.0883,5
2833,10,55,15.0865,5
2834,12,55,15.0854,5
2835,22,55,15.0878,5
2836,28,55,15.0924,5
2837,2,55,15.0878,5
2838,25,55,15.0913,5
2839,19,55,15.0926,5
2840,4,55,15.0887,5
2841,36,55,15.0961,5
2842,4,55,15.0922,5
2843,28,55,15.0967,5
2844,19,55,15.0981,5
2845,37,55,15.1058,5
2846,18,55,15.1068,5
2847,11,55,15.1054,5
2848,23,55,15.1081,5
2849,7,55,15.1053,5
2850,29,55,15.1102,5
2851,28,55,15.1147,5
2852,7,55,15.1119,5
2853,33,55,15.1181,5
2854,14,55,15.1177,5
2855,1,55,15.1128,5
2856,29,55,15.1176,5
2857,3,55,15.1134,5
2858,35,55,15.1204,5
2859,6,55,15.1172,5
2860,23,55,15.1199,5
2861,13,55,15.1192,5
2862,16,55,15.1195,5
2863,2,55,15.1149,5
2864,7,55,15.1121,5
2865,14,55,15.1117,5
2866,27,55,15.1158,5
2867,22,55,15.1182,5
2868,18,55,15.1192,5
2869,0,55,15.1140,5
2870,29,55,15.1188,5
2871,15,55,15.1188,5
2872,8,55,15.1163,5
2873,20,55,15.1180,5
2874,5,55,15.1145,5
2875,25,55,15.1179,5
2876,26,55,15.1217,5
2877,15,55,15.1217,5
2878,24,55,15.1247,5
2879,14,55,15.1243,5
2880,21,55,15.1264,5
2881,21,55,15.1284,5
2882,12,55,15.1273,5
2883,11,55,15.1259,5
2884,34,55,15.1325,5
2885,11,55,15.1310,5
2886,25,55,15.1344,5
2887,16,55,15.1347,5
2888,4,55,15.1309,5
2889,9,55,15.1288,5
2890,11,55,15.1273,5
2891,14,55,15.1269,5
2892,21,55,15.1290,5
2893,23,55,15.1317,5
2894,25,55,15.1351,5
2895,26,55,15.1389,5
2896,4,55,15.1350,5
2897,19,55,15.1363,5
2898,1,55,15.1315,5
2899,2,55,15.1269,5
2900,15,55,15.1269,5
2901,19,55,15.1282,5
2902,7,55,15.1254,5
2903,17,55,15.1261,5
2904,3,55,15.1219,5
2905,17,55,15.1225,5
2906,15,55,15.1225,5
2907,6,55,15.1194,5
2908,19,55,15.1207,5
2909,22,55,15.1231,5
2910,6,55,15.1199,5
2911,32,55,15.1257,5
2912,30,55,15.1308,5
2913,28,55,15.1353,5
2914,12,55,15.1342,5
2915,35,55,15.1410,5
2916,8,55,15.1385,5
2917,21,55,15.1406,5
2918,25,55,15.1439,5
2919,12,55,15.1429,5
2920,11,55,15.1414,5
2921,21,55,15.1434,5
2922,5,55,15.1400,5
2923,11,55,15.1386,5
2924,19,55,15.1399,5
2925,30,55,15.1450,5
2926,13,55,15.1442,5
2927,19,55,15.1455,5
2928,19,55,15.1469,5
2929,11,55,15.1454,5
2930,14,55,15.1451,5
2931,14,55,15.1447,5
2932,21,55,15.1467,5
2933,19,55,15.1480,5
2934,7,55,15.1452,5
2935,12,55,15.1441,5
2936,19,55,15.1454,5
2937,12,55,15.1444,5
2938,9,55,15.1423,5
2939,24,55,15.1453,5
2940,35,55,15.1520,5
2941,8,55,15.1496,5
2942,23,55,15.1523,5
2943,14,55,15.1519,5
2944,16,55,15.1522,5
2945,41,55,15.1610,5
2946,17,55,15.1616,5
2947,1,55,15.1568,5
2948,18,55,15.1577,5
2949,33,55,15.1638,5
2950,2,55,15.1593,5
2951,14,55,15.1589,5
2952,7,55,15.1562,5
2953,10,55,15.1544,5
2954,23,55,15.1571,5
2955,3,55,15.1530,5
2956,2,55,15.1485,5
2957,14,55,15.1481,5
2958,10,55,15.1464,5
2959,13,55,15.1457,5
2960,23,55,15.1483,5
2961,3,55,15.1442,5
2962,14,55,15.1438,5
2963,14,55,15.1434,5
2964,13,55,15.1427,5
2965,23,55,15.1454,5
2966,8,55,15.1430,5
2967,11,55,15.1416,5
2968,13,55,15.1408,5
2969,19,55,15.1421,5
2970,9,55,15.1401,5
2971,23,55,15.1427,5
2972,16,55,15.1430,5
2973,31,55,15.1483,5
2974,6,55,15.1453,5
2975,3,55,15.1412,5
2976,18,55,15.1421,5
2977,2,55,15.1377,5
2978,38,55,15.1454,5
2979,12,55,15.1443,5
2980,29,55,15.1490,5
2981,6,55,15.1459,5
2982,15,55,15.1459,5
2983,17,55,15.1465,5
2984,7,55,15.1438,5
2985,45,55,15.1538,5
2986,34,55,15.1601,5
2987,24,55,15.1630,5
2988,7,55,15.1603,5
2989,17,55,15.1609,5
2990,43,55,15.1702,5
2991,12,55,15.1692,5
2992,10,55,15.1674,5
2993,12,55,15.1664,5
2994,37,55,15.1737,5
2995,5,55,15.1703,5
2996,18,55,15.1712,5
2997,13,55,15.1705,5
2998,10,55,15.1688,5
2999,4,55,15.1651,5
3000,16,55,15.1653,5
3001,14,55,15.1649,5
3002,23,55,15.1676,5
3003,11,55,15.1662,5
3004,25,55,15.1694,5
3005,39,55,15.1774,5
3006,27,55,15.1813,5
3007,17,55,15.1819,5
3008,21,55,15.1838,5
3009,10,55,15.1821,5
3010,7,55,15.1794,5
3011,8,55,15.1770,5
3012,3,55,15.1730,5
3013,16,55,15.1732,5
3014,26,55,15.1768,5
3015,14,55,15.1765,5
3016,10,55,15.1747,5
3017,30,55,15.1796,5
3018,26,55,15.1832,5
3019,14,55,15.1828,5
3020,5,55,15.1795,5
3021,23,55,15.1821,5
3022,35,55,15.1886,5
3023,13,55,15.1879,5
3024,14,55,15.1875,5
3025,9,55,15.1855,5
3026,5,55,15.1821,5
3027,17,55,15.1827,5
3028,14,55,15.1823,5
3029,31,55,15.1875,5
3030,9,55,15.1855,5
3031,6,55,15.1824,5
3032,21,55,15.1844,5
3033,21,55,15.1863,5
3034,7,55,15.1836,5
3035,1,55,15.1789,5
3036,4,55,15.1752,5
3037,5,55,15.1719,5
3038,5,55,15.1685,5
3039,7,55,15.1658,5
3040,6,55,15.1628,5
3041,25,55,15.1661,5
3042,24,55,15.1690,5
3043,1,55,15.1643,5
3044,16,55,15.1646,5
3045,20,55,15.1662,5
3046,4,55,15.1625,5
3047,21,55,15.1644,5
3048,19,55,15.1657,5
3049,5,55,15.1623,5
3050,7,55,15.1597,5
3051,6,55,15.1567,5
3052,16,55,15.1569,5
3053,23,55,15.1595,5
3054,24,55,15.1624,5
3055,29,55,15.1669,5
3056,43,55,15.1760,5
3057,21,55,15.1780,5
3058,13,55,15.1772,5
3059,15,55,15.1772,5
3060,31,55,15.1824,5
3061,25,55,15.1856,5
